SPILL ID,LAT,LON,SPILL CAUSE,FILE,x,y,start_date,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure,SPILL_TYPE,SPILL_VOL,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,DIAMETER_OF_SEWER
839920,34.0234643,-117.1749649,Debris-Rags,Other,-13043857.426387705,4031953.1436665375,2017-09-13 09:35:00,0.04860482737421989,0.10279282182455064,0.10336998105049132,0.0,0.9408776760101318,290.5069580078125,94813.2890625,Category 1,900.0,VCP,37.0,8.0
840071,33.4224,-117.61784,Pipe Structural Problem/Failure,Other,-13093158.057004726,3951505.651748235,2017-09-13 13:28:00,0.07235777378082275,0.1147417202591896,0.116848424077034,0.0,0.9313062429428101,290.83990478515625,99237.6484375,Category 3,5.0,Cast Iron,60.0,6.0
841224,38.71120833,-121.29865,Root intrusion,Other,-13502903.951911513,4680388.662285243,2017-09-13 17:00:00,0.051285415887832635,0.12575358152389526,0.1331850290298462,8.352693536828326e-16,0.8970766663551331,296.3164978027344,100353.6484375,Category 3,2.0, ,,
841183,38.67121111,-121.2778444,Root intrusion,Other,-13500587.883113865,4674684.216141908,2017-09-13 18:00:00,0.06462233513593674,0.14734524488449094,0.16000141203403473,1.2368578383714635e-15,0.8936088085174559,302.51483154296875,100392.03125,Category 3,32.0, ,,
840029,37.80123,-122.27353,Grease Deposition (FOG),Other,-13611427.097096058,4551384.207352627,2017-09-15 10:30:00,0.10216468572616576,0.1557426005601883,0.15927435457706451,0.0,0.9446160197257996,284.7646179199219,100173.390625,Category 3,270.0,VCP,,8.0
839941,38.58126,-121.53162,Grease Deposition (FOG),Other,-13528838.053681625,4661866.923371887,2017-09-13 20:17:00,0.13656751811504364,0.2306582331657409,0.2333046346902848,1.617456169000775e-14,0.8845756053924559,302.55389404296875,100840.03125,Category 3,11.0, ,,
840766,39.261389,-121.016944,Debris-Rags,Other,-13471544.583438106,4759182.766077702,2017-09-14 00:00:00,0.08019085228443146,0.17089426517486572,0.17603106796741486,1.363723045079423e-19,0.9464876055717468,297.476806640625,92396.6796875,Category 1,1780.0, ,,
840009,37.447282,-122.163661,Debris-Rags,Other,-13599196.535962095,4501636.868131603,2017-09-14 07:15:00,0.1094355285167694,0.17686055600643158,0.17416532337665558,7.392372936010361e-09,0.9458997249603271,288.9019470214844,99915.7265625,Category 3,86.0, ,,
840049,37.84406,-122.21338,Root Intrusion,Other,-13604731.229724845,4557420.08190673,2017-09-14 12:00:00,0.10660796612501144,0.15611529350280762,0.15963029861450195,0.0,0.9445794224739076,286.98773193359375,100103.828125,Category 2,1500.0, ,,8.0
841184,38.66292778,-121.5279528,Other (specify),Other,-13528429.822844986,4673503.237247282,2017-09-14 14:13:00,0.11735015362501144,0.2258784770965576,0.23037004470825195,0.0,0.8854973912239075,289.61468505859375,100831.828125,Category 3,2.0, ,,
840062,37.84204,-122.21746,Root Intrusion,Other,-13605185.413247282,4557135.331998905,2017-09-14 18:30:00,0.10506357997655867,0.15597927570343018,0.15951035916805267,0.0,0.9447240829467772,296.67706298828125,100224.8359375,Category 3,150.0,VCP,,8.0
